Wellenlaenge (nm),Bestrahlungsstaerke (W/m^2)
380,0.000691753396067681
381,0.000695106885430104
382,0.000702022469205279
383,0.000710818712125691
384,0.000718693222078812
385,0.000724148910390582
386,0.00072759580275189
387,0.00072843952687839
388,0.000730204983972181
389,0.000738459765047665
390,0.000756544424713483
391,0.000783574699587899
392,0.000819565179760476
393,0.000862044983914746
394,0.000906895976523262
395,0.000951173038578705
396,0.00099518065126803
397,0.00103908857109513
398,0.00108062530246799
399,0.00111679541555131
400,0.00114580165244393
401,0.00116747905793041
402,0.00118098845206825
403,0.00118913122791655
404,0.00119657637390718
405,0.00120626480907078
406,0.00121769206518415
407,0.00123122308449897
408,0.00124545173367146
409,0.00125780191384278
410,0.00126672796569763
411,0.00127271317652297
412,0.00127562929413768
413,0.00127666694275121
414,0.00127781049604604
415,0.00128022939729537
416,0.0012836770492828
417,0.001288421230161
418,0.00129305950635791
419,0.00129528979014721
420,0.0012937308288931
421,0.00128900179676877
422,0.00128153770766262
423,0.00127166562614885
424,0.00125993065985117
425,0.00124703245030058
426,0.00123305461536495
427,0.00121754096021963
428,0.00120389018985822
429,0.00119714585100876
430,0.00120033407170806
431,0.00121302804196469
432,0.00123574272626976
433,0.00126536384208677
434,0.00129670091852158
435,0.00132629648091414
436,0.00135463610892232
437,0.00138157741501181
438,0.00140680276048351
439,0.00143035473437816
440,0.00145225889012022
441,0.00147197094623992
442,0.00148882950240069
443,0.00150401468698441
444,0.00151949338062756
445,0.00153638700990014
446,0.00155443606840101
447,0.00157395876434319
448,0.00159318795122595
449,0.00160927622123452
450,0.00162051512968006
451,0.00162724820902612
452,0.0016292078995608
453,0.0016280266732213
454,0.00162642531656961
455,0.0016261203276054
456,0.00162681882236618
457,0.00162872965875199
458,0.00163106062544998
459,0.00163235132683466
460,0.00163172552553074
461,0.00162956218357017
462,0.00162599265131673
463,0.00162138285374997
464,0.00161634266583585
465,0.0016113240906234
466,0.0016062883743445
467,0.00160118819269779
468,0.00159651840139845
469,0.00159296029652264
470,0.00159092265571606
471,0.00159030917355959
472,0.001591069212119
473,0.00159294093710195
474,0.00159548795802117
475,0.00159831338139706
476,0.00160141555041318
477,0.00160493118107322
478,0.00160777151579699
479,0.00160834705726291
480,0.00160570410707805
481,0.0016000197682598
482,0.00159123809883189
483,0.00158019163614613
484,0.00156826794245555
485,0.00155647500131293
486,0.00154471648372829
487,0.00153291327249064
488,0.00152198729225781
489,0.00151318267379125
490,0.00150724589554782
491,0.0015041651782349
492,0.00150415431490023
493,0.00150626481333183
494,0.00150891585317639
495,0.00151105083393931
496,0.00151281621074997
497,0.00151417363676159
498,0.00151499052136026
499,0.00151522606066044
500,0.0015148557723308
501,0.00151374030471261
502,0.0015117159950287
503,0.0015091103400463
